id,title,duration,difficultyLevel,createdAt,updatedAt
234,Investment Banking: How to Land a Job on Wall Street,210,EASY,2024-10-04 09:09:00.000,2025-05-19 09:09:00.000
235,Learn To Invest In Index Funds and ETFs In 7 Easy Steps,60,EASY,2024-10-04 09:09:00.000,2025-05-20 09:09:00.000
236,Financial modeling: Build a multiples valuation model,90,EASY,2024-10-04 09:09:00.000,2025-05-21 09:09:00.000
237,Trade Recap I - A Real Look at Futures Options Markets,90,EASY,2024-10-04 09:09:00.000,2025-05-22 09:09:00.000
238,Advanced Stock Options for Serious Equity Investors!,90,HARD,2024-10-04 09:10:00.000,2025-05-23 09:09:00.000
239,Trading Binary Options for Fun and Profit,120,EASY,2024-10-04 09:09:00.000,2025-05-24 09:09:00.000
240,CFA: Fast Track your career in Finance,120,EASY,2024-10-04 09:09:00.000,2025-05-25 09:09:00.000
241,How to be a Profitable Forex Trader,41,EASY,2024-10-04 09:09:00.000,2025-05-26 09:09:00.000
242,Excel Dashboard - Interactive Excel Dashboard and Charts,180,EASY,2024-10-04 09:09:00.000,2025-05-27 09:09:00.000
243,Accounting 101: Learn Business Finance Forecasting in 60mins,90,EASY,2024-10-04 09:09:00.000,2025-05-28 09:09:00.000
244,The Securities Trade Lifecycle,240,EASY,2024-10-04 09:10:00.000,2025-05-29 09:09:00.000
245,Double your Forex Account using the MAGIC MA trading robot,150,MEDIUM,2024-10-04 09:09:00.000,2025-05-30 09:09:00.000
246,Technical Analysis 101: How to Profit During Market Crashes,120,EASY,2024-10-04 09:09:00.000,2025-05-31 09:09:00.000
247,Advanced Accounting for Investment Banking,240,MEDIUM,2024-10-04 09:09:00.000,2025-06-01 09:09:00.000
248,Investing In Stocks With 10 Simple Rules,120,EASY,2024-10-04 09:09:00.000,2025-06-02 09:09:00.000
249,Venture Capital. What is it and Why it Matters to You!,150,EASY,2024-10-04 09:09:00.000,2025-06-03 09:09:00.000
250,Cash Flow Valuation: Develop Your Financial Literacy,120,EASY,2024-10-04 09:10:00.000,2025-06-04 09:09:00.000
251,Direction-Independ Trading - Elite Forex Traders  Strategy,150,EASY,2024-10-04 09:09:00.000,2025-06-05 09:09:00.000
252,How to Become a Financial Analyst from Scratch!,300,EASY,2024-10-04 09:09:00.000,2025-06-06 09:09:00.000
253,First Steps to Trading the Forexmarkets : Technical Analysis,210,EASY,2024-10-04 09:09:00.000,2025-06-07 09:09:00.000
254,Financial analysis: Compare performance of companies,60,EASY,2024-10-04 09:09:00.000,2025-06-08 09:09:00.000
255,Forex for Beginners: Easy Forex Trading for Beginners,60,EASY,2024-10-04 09:09:00.000,2025-06-09 09:09:00.000
256,Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),32,EASY,2024-10-04 09:10:00.000,2025-06-10 09:09:00.000
257,Read financial statements like a pro,240,MEDIUM,2024-10-04 09:09:00.000,2025-06-11 09:09:00.000
258,10 Numbers Every Business Owner Should Know,60,EASY,2024-10-04 09:09:00.000,2025-06-12 09:09:00.000
259,Learn How To Trade Gold In 2017,60,EASY,2024-10-04 09:09:00.000,2025-06-13 09:09:00.000
260,IAS 18 - Revenue,270,EASY,2024-10-04 09:09:00.000,2025-06-14 09:09:00.000
261,Forex Trading: The High ROI Forex Trading End of Day Course,150,MEDIUM,2024-10-04 09:09:00.000,2025-06-15 09:09:00.000
262,Fundraise the Simplified Way: A Crowdfunding Blueprint,60,EASY,2024-10-04 09:10:00.000,2025-06-16 09:09:00.000
263,Fundamentals of Accounting for Business Owners,150,EASY,2024-10-04 09:09:00.000,2025-06-17 09:09:00.000
264,Practical Financial Statement Analysis,270,EASY,2024-10-04 09:09:00.000,2025-06-18 09:09:00.000
265,Forex Management - Detailed Study for CA / CS / CFA Exams,180,EASY,2024-10-04 09:09:00.000,2025-06-19 09:09:00.000
266,Financial Statement Review 101:  How to Find Errors,120,EASY,2024-10-04 09:09:00.000,2025-06-20 09:09:00.000
267,Professional Risk Manager (PRM) Certification: Level 1,1440,EASY,2024-10-04 09:09:00.000,2025-06-21 09:09:00.000
268,International Tax  - Tax Beyond boundaries,1170,EASY,2024-10-04 09:10:00.000,2025-06-22 09:09:00.000
269,The Complete Financial Statement Analysis Course,180,EASY,2024-10-04 09:09:00.000,2025-06-23 09:09:00.000
270,Advanced Excel functions,90,EASY,2024-10-04 09:09:00.000,2025-06-24 09:09:00.000
271,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),90,EASY,2024-10-04 09:09:00.000,2025-06-25 09:09:00.000
272,Candlestick Analysis For Professional Traders,120,HARD,2024-10-04 09:09:00.000,2025-06-26 09:09:00.000
273,Build A Career In Forex Trading- Learn Fundamental Analysis,210,EASY,2024-10-04 09:09:00.000,2025-06-27 09:09:00.000
274,Financial Modeling: Build a Complete DCF Valuation Model,150,EASY,2024-10-04 09:10:00.000,2025-06-28 09:09:00.000
275,Hands-on Financial Modeling (With 6 Excel Templates),240,MEDIUM,2024-10-04 09:09:00.000,2025-06-29 09:09:00.000
276,CAIIB Advanced Bank Management (Part I),1230,EASY,2024-10-04 09:09:00.000,2025-06-30 09:09:00.000
277,Stock Market investment:Non financial fundamental analysis,180,EASY,2024-10-04 09:09:00.000,2025-07-01 09:09:00.000
278,Learn How to Play CashFlow Game,60,EASY,2024-10-04 09:09:00.000,2025-07-02 09:09:00.000
279,Basics of Business Finance,240,EASY,2024-10-04 09:09:00.000,2025-07-03 09:09:00.000
280,Accounting Made Easy 2,180,MEDIUM,2024-10-04 09:10:00.000,2025-07-04 09:09:00.000
281,"Bitcoin: el futuro del dinero, hoy",180,MEDIUM,2024-10-04 09:09:00.000,2025-07-05 09:09:00.000
282,Aprende a invertir practicando,120,EASY,2024-10-04 09:09:00.000,2025-07-06 09:09:00.000
283,Trading con retrocesos de Fibonacci,150,EASY,2024-10-04 09:09:00.000,2025-07-07 09:09:00.000
284,Mit Finanzwissen zu besserem Unternehmertum,180,EASY,2024-10-04 09:09:00.000,2025-07-08 09:09:00.000
285,Como hacer empresa en 10 sesiones prácticas,30,MEDIUM,2024-10-04 09:09:00.000,2025-07-09 09:09:00.000
286,المحاسبة للإداريين و غير المحاسبين,43,EASY,2024-10-04 09:10:00.000,2025-07-10 09:09:00.000
287,株式投資で本当のファンダメンタル分析ができるようになる,120,EASY,2024-10-04 09:09:00.000,2025-07-11 09:09:00.000
288,Curso de Trading práctico basado en casos reales,600,EASY,2024-10-04 09:09:00.000,2025-07-12 09:09:00.000
289,Curso Avanzado de Trading,1230,EASY,2024-10-04 09:09:00.000,2025-07-13 09:09:00.000
290,สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,120,EASY,2024-10-04 09:09:00.000,2025-07-14 09:09:00.000
291,MQL4 Tutorial Golden Goose,90,EASY,2024-10-04 09:09:00.000,2025-07-15 09:09:00.000
292,Análise de Concessão de Crédito,630,EASY,2024-10-04 09:10:00.000,2025-07-16 09:09:00.000
293,Technical Analysis Using Elliott Wave Theory,60,EASY,2024-10-04 09:09:00.000,2025-07-17 09:09:00.000
294,The Basics Of Volume Analysis,90,EASY,2024-10-04 09:09:00.000,2025-07-18 09:09:00.000
295,Crash Course on Cost of Capital and Capital Structuring,180,EASY,2024-10-04 09:09:00.000,2025-07-19 09:09:00.000
296,Business Accounting Made Easy,330,EASY,2024-10-04 09:09:00.000,2025-07-20 09:09:00.000
297,Build a DCF Model from Scratch,31,EASY,2024-10-04 09:09:00.000,2025-07-21 09:09:00.000
758,Learn How to File Taxes for Uber and Lyft Drivers,120,EASY,2024-10-04 09:09:00.000,2026-10-25 09:09:00.000
298,"Multiply your returns using 'Value Investing,https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX",90,EASY,2024-10-04 09:10:00.000,2025-07-22 09:09:00.000
299,Technical Analysis - A practical approach for trade entry,120,HARD,2024-10-04 09:09:00.000,2025-07-23 09:09:00.000
300,Mastering Technical Analysis : Maximizing Trading Profits,300,EASY,2024-10-04 09:09:00.000,2025-07-24 09:09:00.000
301,The Complete Guide to Professional Trading with Elliott Wave,270,EASY,2024-10-04 09:09:00.000,2025-07-25 09:09:00.000
302,A Complete Guide to Becoming a Trader on the Forex Market,60,EASY,2024-10-04 09:09:00.000,2025-07-26 09:09:00.000
303,Stock Market for Beginners - Complete Starter Toolkit,390,MEDIUM,2024-10-04 09:09:00.000,2025-07-27 09:09:00.000
304,Beginners Binary Options Course,90,EASY,2024-10-04 09:10:00.000,2025-07-28 09:09:00.000
305,Technical Analysis 101: Secrets of Trading Revealed,150,EASY,2024-10-04 09:09:00.000,2025-07-29 09:09:00.000
306,Forex: What's a Trend and When it is Strong and Reliable,120,MEDIUM,2024-10-04 09:09:00.000,2025-07-30 09:09:00.000
307,Volatility Trading Analysis with R,360,HARD,2024-10-04 09:09:00.000,2025-07-31 09:09:00.000
308,How To Profit From Stock Market Volatility,36,EASY,2024-10-04 09:09:00.000,2025-08-01 09:09:00.000
309,Awaken the Accountant in You | Master the Accounting Basics,90,EASY,2024-10-04 09:09:00.000,2025-08-02 09:09:00.000
310,WE WILL PAY YOU TO TRADE WITH US,120,EASY,2024-10-04 09:10:00.000,2025-08-03 09:09:00.000
311,Situational Trading: Proven Option Strategy for any Scenario,90,EASY,2024-10-04 09:09:00.000,2025-08-04 09:09:00.000
312,Portfolio Management for CA / CS / CFA exams,60,EASY,2024-10-04 09:09:00.000,2025-08-05 09:09:00.000
313,Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance),60,EASY,2024-10-04 09:09:00.000,2025-08-06 09:09:00.000
314,Finding an Unlimited Amount of Investors,42,EASY,2024-10-04 09:09:00.000,2025-08-07 09:09:00.000
315,Bookkeeping Made Easy,90,EASY,2024-10-04 09:09:00.000,2025-08-08 09:09:00.000
316,BITCOIN VISUALLY. Part I.,240,EASY,2024-10-04 09:10:00.000,2025-08-09 09:09:00.000
317,Learn and Master the Basics of Finance,180,EASY,2024-10-04 09:09:00.000,2025-08-10 09:09:00.000
318,FOREX : LearnTo Trade the Improved ( Advanced ) Patterns,330,EASY,2024-10-04 09:09:00.000,2025-08-11 09:09:00.000
319,Mastering the Market : (Technical Analysis + Candlestick),420,EASY,2024-10-04 09:09:00.000,2025-08-12 09:09:00.000
320,Mastering Countertrend Trading : High Profit Trading Pattern,60,EASY,2024-10-04 09:09:00.000,2025-08-13 09:09:00.000
321,Exam 1 Review - Managerial Accounting (U of H),120,EASY,2024-10-04 09:09:00.000,2025-08-14 09:09:00.000
322,* An Integrated Approach to the Fundamentals of Accounting,330,EASY,2024-10-04 09:10:00.000,2025-08-15 09:09:00.000
323,Get to grips with the CFA calculator,90,EASY,2024-10-04 09:09:00.000,2025-08-16 09:09:00.000
324,Financial Model Fundamentals-Learn the Essential Skills,150,EASY,2024-10-04 09:09:00.000,2025-08-17 09:09:00.000
325,Forex: Economic News Trading,41,EASY,2024-10-04 09:09:00.000,2025-08-18 09:09:00.000
326,Analyze Real Estate Investments | Financial Modeling,120,EASY,2024-10-04 09:09:00.000,2025-08-19 09:09:00.000
327,Forex For Beginners - A Guide To Currency Trading,30,EASY,2024-10-04 09:09:00.000,2025-08-20 09:09:00.000
328,Raise Your Credit Score to 800 Or More....,120,EASY,2024-10-04 09:10:00.000,2025-08-21 09:09:00.000
329,Financial Management Budgeting Techniques,120,EASY,2024-10-04 09:09:00.000,2025-08-22 09:09:00.000
330,Forex Killing Divergence - How to trade with precision,41,EASY,2024-10-04 09:09:00.000,2025-08-23 09:09:00.000
331,Working Capital Management for CA / CFA / CPA Exams,210,MEDIUM,2024-10-04 09:09:00.000,2025-08-24 09:09:00.000
332,Risk Analysis - Capital Budgeting for CA / CS / CFA exams,330,EASY,2024-10-04 09:09:00.000,2025-08-25 09:09:00.000
333,Corporate Finance 101: Financial Statement Analysis & Ratios,480,EASY,2024-10-04 09:09:00.000,2025-08-26 09:09:00.000
334,Mastering Futures Options for Beginners - Your Top 5 Plays!,150,EASY,2024-10-04 09:10:00.000,2025-08-27 09:09:00.000
335,"Professional Options Trading, Simplified",120,EASY,2024-10-04 09:09:00.000,2025-08-28 09:09:00.000
336,"Advanced Options Concepts - Probability, Greeks, Simulation",120,MEDIUM,2024-10-04 09:09:00.000,2025-08-29 09:09:00.000
337,Accounting Basics - A Complete Study,1740,EASY,2024-10-04 09:09:00.000,2025-08-30 09:09:00.000
338,Case Studies in Macro Economics,240,EASY,2024-10-04 09:09:00.000,2025-08-31 09:09:00.000
339,My Forex Strategy that win consistently over and over,90,MEDIUM,2024-10-04 09:09:00.000,2025-09-01 09:09:00.000
340,Understand Banks & Financial Markets ,180,EASY,2024-10-04 09:10:00.000,2025-09-02 09:09:00.000
341,Stock Technical Analysis with Python,480,EASY,2024-10-04 09:09:00.000,2025-09-03 09:09:00.000
342,How to Become an Accountant from scratch!,180,EASY,2024-10-04 09:09:00.000,2025-09-04 09:09:00.000
343,How to invest in Gold,150,EASY,2024-10-04 09:09:00.000,2025-09-05 09:09:00.000
344,Automate Your Finances,60,EASY,2024-10-04 09:09:00.000,2025-09-06 09:09:00.000
345,MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),1560,EASY,2024-10-04 09:09:00.000,2025-09-07 09:09:00.000
346,Accounting Made Easy: A Quick Guide to Financial Accounting,90,EASY,2024-10-04 09:10:00.000,2025-09-08 09:09:00.000
347,Futures/Commodity Training (Basics),90,EASY,2024-10-04 09:09:00.000,2025-09-09 09:09:00.000
348,Cost Accounting Marginal Costing Theory and Practice,150,EASY,2024-10-04 09:09:00.000,2025-09-10 09:09:00.000
349,The Big Volatility Short: The Best Trade On Wall Street!,90,EASY,2024-10-04 09:09:00.000,2025-09-11 09:09:00.000
350,Master Finance in Three Hours,180,EASY,2024-10-04 09:09:00.000,2025-09-12 09:09:00.000
351,Learn Options on Futures for Hedging Options and Stocks,42,HARD,2024-10-04 09:09:00.000,2025-09-13 09:09:00.000
352,Option selling trading as income source. Beginners friendly,360,EASY,2024-10-04 09:10:00.000,2025-09-14 09:09:00.000
353,Introduction to Value Growth Investing,60,EASY,2024-10-04 09:09:00.000,2025-09-15 09:09:00.000
354,Become A Forex Trader - Forex trading like a professional,150,EASY,2024-10-04 09:09:00.000,2025-09-16 09:09:00.000
355,Hedge Fund Trading System,60,EASY,2024-10-04 09:09:00.000,2025-09-17 09:09:00.000
356,Bulletproof Personal Finance: Expert Asset Allocation,60,EASY,2024-10-04 09:09:00.000,2025-09-18 09:09:00.000
357,Financial Accounting: The Complete Introductory Crash Course,600,EASY,2024-10-04 09:09:00.000,2025-09-19 09:09:00.000
358,Learn About Trading Options from a real wallstreet trader,60,EASY,2024-10-04 09:10:00.000,2025-09-20 09:09:00.000
359,Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams,60,EASY,2024-10-04 09:09:00.000,2025-09-21 09:09:00.000
360,How to Build a Massive Stock Portfolio from Zero!,660,EASY,2024-10-04 09:09:00.000,2025-09-22 09:09:00.000
361,Introductory Forex Trading Course,210,EASY,2024-10-04 09:09:00.000,2025-09-23 09:09:00.000
362,Budgeting Hacks to Build Wealth!,32,EASY,2024-10-04 09:09:00.000,2025-09-24 09:09:00.000
363,Accounting and Finance for Bankers - A Comprehensive Study,1470,EASY,2024-10-04 09:09:00.000,2025-09-25 09:09:00.000
364,Forex Prep Academy for Beginners-Real trades!,180,EASY,2024-10-04 09:10:00.000,2025-09-26 09:09:00.000
365,Accounting for Deferred Taxes (Professional Course Level),90,EASY,2024-10-04 09:09:00.000,2025-09-27 09:09:00.000
366,TRADING TRUTHS,120,EASY,2024-10-04 09:09:00.000,2025-09-28 09:09:00.000
367,The Binary Institute - Introductory Course in Binary Options,60,EASY,2024-10-04 09:09:00.000,2025-09-29 09:09:00.000
368,Forex Trading vs Option Trading,150,EASY,2024-10-04 09:09:00.000,2025-09-30 09:09:00.000
369,How to Invest in Stocks + Billionaire Investing Tips,120,EASY,2024-10-04 09:09:00.000,2025-10-01 09:09:00.000
370,Value Investing For Beginners,150,EASY,2024-10-04 09:10:00.000,2025-10-02 09:09:00.000
371,TRADING TACTICS,360,EASY,2024-10-04 09:09:00.000,2025-10-03 09:09:00.000
759,Learn the Basics of the Wave Principle:,90,EASY,2024-10-04 09:09:00.000,2026-10-26 09:09:00.000
372,MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,43,EASY,2024-10-04 09:09:00.000,2025-10-04 09:09:00.000
373,Ultimate Retirement: Build Your Own Dynamic Retirement Plan,360,EASY,2024-10-04 09:09:00.000,2025-10-05 09:09:00.000
374,build a solid foundation for trading options,60,EASY,2024-10-04 09:09:00.000,2025-10-06 09:09:00.000
375,Forex Scam: Avoid the scam today,120,EASY,2024-10-04 09:09:00.000,2025-10-07 09:09:00.000
376,Cost Accounting Crash Course,150,EASY,2024-10-04 09:10:00.000,2025-10-08 09:09:00.000
377,Option Trading for Rookies: Basic Option Strategies,150,EASY,2024-10-04 09:09:00.000,2025-10-09 09:09:00.000
378,Business Analysis:  Working with Use Cases,90,EASY,2024-10-04 09:09:00.000,2025-10-10 09:09:00.000
379,Learn to Raise the Funds You Need via Crowdfunding,480,EASY,2024-10-04 09:09:00.000,2025-10-11 09:09:00.000
380,Business finances,60,EASY,2024-10-04 09:09:00.000,2025-10-12 09:09:00.000
381,Financial Accounting - A Brief Introduction,60,EASY,2024-10-04 09:09:00.000,2025-10-13 09:09:00.000
382,Trading Economic Indicators - Complete Trading System,90,EASY,2024-10-04 09:10:00.000,2025-10-14 09:09:00.000
383,Foundation of Options Trading and Investing,60,EASY,2024-10-04 09:09:00.000,2025-10-15 09:09:00.000
384,Option Trading - How To Earn If You Can't Predict The Market,90,EASY,2024-10-04 09:09:00.000,2025-10-16 09:09:00.000
385,The Financial Analyst Skills Training (FAST) course 2017,600,EASY,2024-10-04 09:09:00.000,2025-10-17 09:09:00.000
386,Covered Calls - Powerful Income Strategy for Stock Traders,60,EASY,2024-10-04 09:09:00.000,2025-10-18 09:09:00.000
387,Accounting 1 Simplified for You,180,EASY,2024-10-04 09:09:00.000,2025-10-19 09:09:00.000
388,[Value Investing] Where White People Keep Their Money,240,HARD,2024-10-04 09:10:00.000,2025-10-20 09:09:00.000
389,How to Start Investing: Made Simple and Easy,60,EASY,2024-10-04 09:09:00.000,2025-10-21 09:09:00.000
390,Basics of Commerce A Complete Study,330,EASY,2024-10-04 09:09:00.000,2025-10-22 09:09:00.000
391,The Passive Investing Blueprint - Build Wealth Passively,210,EASY,2024-10-04 09:09:00.000,2025-10-23 09:09:00.000
392,7 Steps: Your Introduction to Trading,300,EASY,2024-10-04 09:09:00.000,2025-10-24 09:09:00.000
393,Forex - Elliott Wave Theory with Fibonacci. ,90,EASY,2024-10-04 09:09:00.000,2025-10-25 09:09:00.000
394,The Actuarial Profession: Basic Sciences and Principles,35,EASY,2024-10-04 09:10:00.000,2025-10-26 09:09:00.000
395,Investing in stocks: Avoid stock market loss,60,EASY,2024-10-04 09:09:00.000,2025-10-27 09:09:00.000
396,QuickBooks Online: Complete Guide & Certification tips,780,EASY,2024-10-04 09:09:00.000,2025-10-28 09:09:00.000
397,Build Financial Models & Value Companies The Easy Way,60,EASY,2024-10-04 09:09:00.000,2025-10-29 09:09:00.000
398,Adventure Capital: How to pay off debt ,60,EASY,2024-10-04 09:09:00.000,2025-10-30 09:09:00.000
399,Chart Patterns Trading Demystified,150,EASY,2024-10-04 09:09:00.000,2025-10-31 09:09:00.000
400,Financial Planning & Analysis: Building a Company's Budget,90,EASY,2024-10-04 09:10:00.000,2025-11-01 09:09:00.000
401,Simple things you must know before start FOREX (OFFER),44,EASY,2024-10-04 09:09:00.000,2025-11-02 09:09:00.000
402,Practical Finance,60,EASY,2024-10-04 09:09:00.000,2025-11-03 09:09:00.000
403,Forex Trading: Comprehensive & Concise Forex Trading Course,210,EASY,2024-10-04 09:09:00.000,2025-11-04 09:09:00.000
404,Leaps Options Trading System - Diagonal Leaps Options Spread,60,EASY,2024-10-04 09:09:00.000,2025-11-05 09:09:00.000
405,Finance - Ratios Analysis & Interpretations,150,EASY,2024-10-04 09:09:00.000,2025-11-06 09:09:00.000
406,Forex Trading -  Learn to Trade From Scratch!,90,EASY,2024-10-04 09:10:00.000,2025-11-07 09:09:00.000
407,Technical Analysis tools for Stocks and Options trading,90,EASY,2024-10-04 09:09:00.000,2025-11-08 09:09:00.000
408,Quantitative Trading Analysis with R,450,EASY,2024-10-04 09:09:00.000,2025-11-09 09:09:00.000
